Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
daneel  dao,['DAO Tools'],the most powerful in cryptocurrency,ethereum,3800,https://ospd.omnispheredao.com/logo/logo.png
omnisphere dao,"['other', 'other', 'other', 'other']",omnisphere dao is decentralized full stack protocol enabling deployment of application in decentralized manner for compute storage and network,other,0,https://ipfs.io/ipfs/QmW6Z7gAysaWdNLs7mNmgP6uSR7Fuk97Bwyusdrk31CUvU
zombie dao,"['other', 'other', 'other', 'other']",zombie zebras owning zombie zebra gives you exclusive access to plethora of members only benefits spanning both the digital and real world,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/rJzZka-g_400x400.jpg
superdao,"['DAO Tools', 'Protocol', 'Social']",operating system for daos,ethereum,5300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/lC-xrjES_400x400.png
rainbow dao,"['Protocol', 'DeFi']",ethereum wallet,ethereum,50100,https://dappradar.s3.amazonaws.com/dappradar-logo.png
dappradar dao,['other'],the world dapp store home of radar the most trusted source for exploring dapp data,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/c925b54744e03076e8169039ce3909a4.jpeg
football club dao,"['Investment', 'Social', 'other']",become the largest football social club in the world and serve as the global launchpad for football daos and communities buy and run pro football team we are global network of football daos starting with social club so that each member has immediate ownership in self governed community with no borders football club dao has been founded upon initial long term goals become the largest football social club in the world and serve as the global launchpad for football daos and communities buy and run pro football team,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/9EeONMuT_400x400.jpg
shinedao,"['Media', 'Social', 'Protocol']",makes it easy to invest in seed sales and idos of new projects support with completing missions and get rewarded with their tokens,ethereum,3100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/z8n7Rb13_400x400.jpg
keeperdao,"['DAO Tools', 'DeFi']",coordinating capturing and redistributing on chain profit back to defi users protocols and keepers,ethereum,29600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/R31HYGmQ_400x400.jpg
bastard penguins dao,['Collector'],collection of deflationary penguins who have chosen to move from their frozen land to support the penguins invasion of the ethereum blockchain,ethereum,18000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/V3PszhKL_400x400.jpg
coordinape dao,"['DAO Tools', 'Social']",incentive programs for dao members,ethereum,9800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/jMIKuWQl_400x400.jpg
ledger prime dao,"['other', 'Investment']",quantitative and systematic digital asset investment firm,ethereum,4100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/iQ4maIe2_400x400.jpg
nym technologies dao,"['DAO Tools', 'Media', 'Social']",open source decentralized and permissionless privacy system,ethereum,50500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/47OOTPir_400x400.jpg
onjuno dao,"['DAO Tools', 'DeFi', 'other']",cross border neo banking platform that aims to give users across the world high yield account to grow their savings,ethereum,18700,https://pbs.twimg.com/profile_images/1524391806364000256/TDDL2hxU_400x400.jpg
auroradao,"['Social Impact', 'Protocol']",the auroradao is decentralized autonomous organization that governs the aurora protocol,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ozvn8zmY_400x400.jpg
dope shibas dao,"['Collector', 'Social']",cool degenerative collection on ethereum mainnet and tribute to cool cats with randomly generated shibas that are assembled from different items layered on top of each other,ethereum,6900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/140fae62f0a1bb1e63029f06058a9ed0.jpg
open source dao,['other'],the commmunity is on mission to promote open source contribution by rewarding open source contributors and supporting open source projects through web creation of an erc token called open source taken sost which will be given to every contributor that submit link to their merged puil request creation of an erc token for our nft badge which will serve the same purpose as mentioned above funding of open issues on open source projects with our token this will be done in the form of bounty program,polygon,0,https://ipfs.io/ipfs/QmRdGaDLqZqPwhaECYZawWemCexG92wQoMJnJovYbvHiYx
opium network dao,"['other', 'other', 'other', 'other', 'other']",opium is protocol for creating settling and trading any decentralised derivative the opium protocol is smart escrow that enables two parties to make trustless contract and holds an asset on their behalf until contract terms are fully or partially fulfilled it is used when two parties are in the process of completing transaction and there is uncertainty over whether one party will be able to fulfill their obligations or when the transaction depends on an outcome of future event safe accepts an asset according to rule and releases it in some time according to another rule that depends on an oracle oracle communicates to the escrow whether the desired event occurred or not or provides some numerical data and thus triggers the execution of the transaction,other,0,https://ipfs.io/ipfs/Qmc13ga4weu3qM3QBtcgUwSspWaEY3xwfboY4ChESkQi8X
castle kid dao vault dao,"['other', 'other', 'other', 'other']",this is the vault for castle kid dao colinseyes castle kid nft,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/W1sQNVWo_400x400.jpg
curve finance dao,['DeFi'],creating deep on chain liquidity using advanced bonding curves,gnosis,356000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/xcKAas-L_400x400.jpg
conjure dao,"['DeFi', 'Protocol']",conjure allows permissionless automatic creation of boundless synthetic assets including defi aggregators legacy finance and real world commodities indices,ethereum,0,https://ipfs.io/ipfs/QmPF89S8mN45SaR57RxN8xqfp9tpc8kR1ZS8GJqA8xRUVi
nfbeez dao,"['other', 'other', 'other', 'other']",collection of unique animated bees from the community artists of hive and friendly communities,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/c5O-DcFd_400x400.jpg
quantstamp dao,['DAO Tools'],leader in blockchain security providing expert security audits and blockchain solutions,ethereum,79700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Jz9bEyUb_400x400.png
the daoist dao,"['Social', 'Media']",community that is inclusive has great training wheels provides more than takes invites rather than selects works with existing entities relational and dialogue focused public good,ethereum,8200,https://ipfs.io/ipfs/QmPs7UXCGWibA1GNQPzP6wso6NZSmdRKzHhtm2BzxNo8Mr
miners dao,['DeFi'],organization for mineable tokens technology,ethereum,4500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/d816970682d23897d2c5b7d01f0d6f95.png
kong land dao,"['Metaverse', 'other', 'Social']",freedoms in digital society cannot be passively realized but must be actively fought for the goal must be to bridge the digital world and the physical world to create physical goods that are secure down to the microchip kong land is digital state that is governed by citizens the dao also acts as state manufactory tasked with coordinating the production marketing and sale of secure chip technology with the goal of bridging the physical with the digital within kong land daos may form or partner to integrate distribute and evangelize those sound cryptographic goods,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/7oDWGjlb_400x400.jpg
unslashed finance dao,"['Protocol', 'DeFi']",decentralized insurance protocol built on ethereum,ethereum,10300,https://ipfs.io/ipfs/QmSAqrxw1wo988ymqRhUL6y76gtJ4HM5iMoHkajw97ypC7
metatravelers dao,"['other', 'other', 'other', 'other']",travel across the chain worlds through the eyes of your very own nibiru where the lore lies in your hands,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/upOKBONH_400x400.jpg
acala  dao,"['DAO Tools', 'Protocol']",ethereum compatible smart contract platform optimized for defi on polkadot,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/0Oo8YhGG_400x400.jpg
wilder world dao,['Social'],immersive metaverse built on ethereum the wilder nation is community of over people passionate about building the road to the wilder world metaverse some outstanding citizens have demonstrated the wilder spirit and the philosophy of wilder world in such impressive ways and we have dedicated this space to salute those community members you can also find information here on the regular community events held in discord and telegram and our community guidelines which embody the wilder spirit,ethereum,186700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/b4vFpuzM_400x400.png
trustlines foundation dao,"['Social', 'Protocol']",part of the trustlines network ecosystem which aims to promote financial economic inclusion of all people through decentralized open source systems,ethereum,1300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5ZQRqYnK_400x400.jpg
cryptotesters dao,['Media'],resource to navigate the crypto universe,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/6BVHCY7t_400x400.jpg
matter labs dao,['Protocol'],scaling ethereum with zero knowledge proofs,ethereum,35500,https://ipfs.io/ipfs/QmedQCEp3XLcYunVxeWibqc6pcJf3VgHGE3QxwJZX8VQUt
pathdao,['Metaverse'],paving the road to the metaverse pathdao is community first decentralized autonomous organization dao that creates value for investors and players in the growing blockchain metaverse game social nfts,ethereum,34800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/h7fZXtmY_400x400.png
claystack dao,['DeFi'],crypto staking platform allowing its users to stake their tokens and participate in the defi ecosystem at the same time,polygon,44600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/z6Z3A427_400x400.jpg
karura dao,['Protocol'],the all in one defi hub of kusamavnetwork,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Zbiz-s07_400x400.jpg
gnosis dao,"['DAO Tools', 'other']",the gnosis dao community leads gnosis strategy in building and promoting prediction market tools and protocols for finance governance it is the producer of much used gnosis safe,ethereum,14600,https://ipfs.io/ipfs/QmYhA1aKJRr3RDcXZQeEd1qhMW97ZfzGcvCoU1xfHGbrMD
