,Dao_title,categories,about,simdaos,chain
238,DAOHQ - EvenGov DAO,"['DAO Tools', 'Service', 'Protocol']","DAO that helps genesis teams of established web3 projects progressively decentralize well
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '57.0']"
239,DAOHQ - JPG DAO,"['Collector', 'Protocol']","On-chain NFT curation protocol, built on Ethereum
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '14.6K']"
240,DAOHQ - Ricochet Exchange DAO,"['DAO Tools', 'Investment']","Focused on producing novel tools that allow people to invest their crypto assets in real-time using Superfluid’s finance framework
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '2.3K']"
241,DAOHQ - Unifi Protocol DAO,"['DeFi', 'Protocol']","A group of non-custodial, interoperable, decentralized, and multi-chain smart contracts providing the building blocks for the next generation of DeFi development
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '32.7K']"
242,DAOHQ - Mayior Capital  DAO,['Investment'],"Turning Vision Into Profit
 Mayior Capital is a private fund with the main goal of providing entrepreneurs with the tools needed to succeed. It has contributed to a number of high-profile blockchain initiatives through strategic advising and investment. We are dedicated to accelerate and improve the development and adoption of blockchain technology.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']",[]
243,DAOHQ - BeetsDao,"['Collector', 'Social', 'Investment']","Private, global NFT collective first formed in the EulerBeats community amongst 58 collaborators who met on a Discord server, with a shared passion for the long-term power of NFTs
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '9.7K']"
244,DAOHQ - The Alien Boy DAO,"[' www.thealienboy.com Discord  Twitter ', ' www.thealienboy.com', ' Discord ', ' Twitter ']","One alien in your wallet is a curiosity. Two are an invasion.
",[],[]
245,DAOHQ - Red Rock DAO,"['DeFi', 'Investment', 'Service', 'Venture Capital']","We connect operators, industry experts, and investors through efficient and scalable funding solutions.
 Our Community unlocks the potential of a secure decentralized governance structure represented by ROCS units (or tokens) to fund, scale, and share in the profitability of E-Commerce Brands.
We’re leading innovative financing solutions to fund brands through decentralized currency and a resourceful community.
Every E-Commerce product based business owner deals with the struggles of irregular cashflow patterns. They’re caught between forecasting the capital needed for inventory and sustainable business expansion and traditional lending institutions with solutions that weren’t designed for web based business. Operators are left with a major delta between the need for favorable terms in financing and options from these lending services or p&l based lending.
E-commerce business owners are web1 and web2 native and open to non traditional financing options including cryptocurrency. There is an opportunity in the market to both extend short term financing options and aggregate a portfolio of E-Commerce and FBA businesses through decentralized currency lending and the purchasing power of a DAO.
Red Rock DAO is organized as a Wyoming DAO limited liability company.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '57.0']"
246,DAOHQ - ENS DAO,"[' ins Twitter ', ' ins', ' Twitter ']","Our mission is to empower web3 citizens to interact easily with people, organizations, and smart contracts through self-sovereign identities.
",[],[]
247,DAOHQ - TheWIPmeetup DAO,['Social'],"The longest-running metaverse meetup where lightning strikes every Thursday at 12 pm PT. A @niftytime & @nftland production. Proudly sponsored by @prrfbeauty
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '11.0K']"
248,DAOHQ - Eden Network DAO,['Protocol'],"A priority transaction network that protects traders from MEV, commoditizes priority block space, and aligns incentives for block producers
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '21.4K']"
249,DAOHQ - Tornadao,"[' app.tornadao.finance Twitter ', ' app.tornadao.finance', ' Twitter ']","Reserve Currency DAO - focusing on charitable disaster relief contributions.
",[],[]
250,DAOHQ - Witnet DAO,['DAO Tools'],"The decentralized oracle that is true to the censorship resistant nature of blockchains
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '8.0K']"
251,DAOHQ - talentDAO,['Service'],"Decentralize knowledge and unlock talent
 talentDAO is the leading social science research DAO and part of the broader decentralized science community. We help the DAO ecosystem and people in DAOs thrive.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']","['Ethereum', '785.0']"
252,DAOHQ - Moshi Mochi DAO,"[' moshimochi.io Discord  Twitter ', ' moshimochi.io', ' Discord ', ' Twitter ']","A community dedicated to addressing education and growth in the NFT space.
",[],[]
253,DAOHQ - rekt DAO,['Media'],"The dark web of DeFi journalism. Telegram: http://t.me/rekt_HQ - en français: http://t.me/rektFR
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']",['88.2K']
254,DAOHQ - FloorDAO,['DeFi'],"FloorDAO aims to become the largest decentralized NFT market maker through the use of Protocol Owned Liquidity and NFTX to earn high yields for its treasury.
 FloorDAO is an NFT market-making protocol. It aims to enable deep liquidity for NFT collections through the use of Protocol Controlled Value and yield-generating strategies, starting with NFTX vaults.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '4.7K']"
255,DAOHQ - Bankless DAO,"['Social', 'Media']","A decentralized community with one mission: To help the world #gobankless by creating user-friendly onramps for people to discover decentralized financial technologies through education, media, and culture.
 Bankless is a movement for pioneers seeking liberation from the tyranny of the traditional financial system. Going Bankless means adopting decentralized, permissionless, and censorship-resistant technology. Through these means, we will achieve financial self-sovereignty, security, and prosperity.
BanklessDAO: A decentralized autonomous organization that acts as a steward of the Bankless Movement progressing the world towards a future of greater freedom.
🚀 Mission: We will help the world go Bankless by creating user-friendly onramps for people to discover decentralized financial technologies through education, media, and culture.
🔭 Vision: To live in a world where anyone with an internet connection has access to the financial tools needed to achieve financial independence.
🤝 Values
📚 Education
We learn from each other. We seek to become a trusted guide that empowers people all over the globe to adopt decentralized finance by sharing accurate, truthful, and objective information.
🗣️ Integrity
We operate transparently and build trust through radically public discourse and financial auditability.
🌐 Decentralized Governance
We put decision-making into the hands of the collective. We create legitimacy through an environment where the best ideas win.
👊 Culture
We reward action and embrace risk. We empower our community to continually drive new initiatives by providing a space to self-organize and quickly move from idea to action.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '88.5K']"
256,DAOHQ - APECOIN DAO,['Social'],"ApeCoin is an ERC-20 governance and utility token used to empower a decentralized community building at the forefront of web3.
 The ApeCoin community governs itself via the ApeCoin DAO, the decentralized governance framework that supports the Ecosystem Fund. The DAO follows a proposal process to vote on how the Ecosystem Fund will be distributed by the APE Foundation to promote a diverse and self-sustaining ecosystem.
This governance guide is an overview of the proposal process. It’s a living document that will evolve and improve with the DAO community’s input.
","['1Hive', '8DAO', '4k', 'ACryptoS']",['Ethereum']
257,DAOHQ - Loopring DAO,['Operating Systems'],"Ethereum’s First zkRollup Layer2
 Loopring builds protocols, infrastructure, and user-facing products for the future of finance. We believe this future is built on Ethereum, and specifically on layer 2 (zkRollups).
Users of decentralized finance (DeFi) need not choose between security and performance. Loopring’s L2 provides a low-fee, high-speed platform for trading, swapping, liquidity providing, and payments - without sacrificing Ethereum security at all.
We envision a digital economy where users are empowered and always in control of their assets. Loopring has succeeded in proving that non-custodial technology can replicate custodial alternatives in speed, cost, and experience. We have made DEXes as performant as CEXes, and will outcompete incumbent fintech.
Loopring’s objective is to design and engineer the best-in-class zkRollup exchange and payment protocol on Ethereum, and to operate products that bring it to users across the world.
","['Litedex Protocol', 'Loopring']",['37.6K']
258,DAOHQ - Amp DAO,['0xff208...095c2'],"$AMP is a digital collateral token that provides instant, verifiable assurance for any real-world application
",[],['4.1K']
259,DAOHQ - CryptoHippos NFT DAO,"['Media', 'Collector']","A decentralized voting system for HIPPO token holders
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']","['Ethereum', '23.9K']"
260,DAOHQ - Meta Gamma Delta DAO,['Social'],"An inclusive and empowering society supporting women-led projects.
 
Meta Gamma Delta DAO is an inclusive and empowering society supporting women-led
projects in the blockchain space. The DAO has grown to 100+ members and has
distributed grants focused on defi, NFTs, crypto education, and building for
diversity.


MGD has also launched the $1M Fund that will empower a fellowship program that
will onboard women into web3 and create opportunities for those looking to work
and thrive in this space. Get in touch via Twitter and the MGD website to learn
more!
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '4.6K']"
261,DAOHQ - Lydia Finance DAO,['0x4c9b4...0c084'],"Lydia Finance is an Automated Market Maker, Yield Farming, Staking, and Launchpad platform on Avalanche
 We aim to leverage Avalanche’s unique features like low gas fees, quick finality, guaranteed timestamps and combine them with our intuitive UI and fun gamification to lower the average user’s entry barrier to DeFi and offer a fair marketplace and profitable yield farming for everyone. We believe that the best marketing in the crypto space is continuous development. Our goal is to continuously add useful and profitable features to Lydia Finance while providing a sustainable and innovative DeFi platform to our users and add more value to the Avalanche project.
",[],"['Avalanche', '10.7K']"
262,DAOHQ - Illuvinati Council DAO,"[' illuvium.guide/dao-governance/# Discord ', ' illuvium.guide/dao-governance/#', ' Discord ']","Building the next generation in gaming
 Welcome to Illuvium soldier. On this planet you’ll battle and collect NFT’s called illuvials. Take them with you, they are yours as you move through the ranks. We made this guide to help newcomers familiarize themselves with the environment here and to help veterans stay up to date with whats going on. This is your life and livelihood we’re talking about. So take your time to understand the mechanics of this planet. Spend some time learning about tokenomics and you might just leave this planet a richer man. We’ll be updating this as we get more information, so come back and stay in touch. Command built this for you soldier. Use it wisely.
",['About'],['224.0K']
263,DAOHQ - Mantra DAO,"[' www.mantradao.com', ' www.mantradao.com']","MANTRA DAO aims to leverage crowd wisdom to create a community-governed, transparent, and decentralized ecosystem for web 3.0.
",[],[]
264,DAOHQ - wgmi community DAO,"['Social', 'DAO Tools']","We’re on a mission to bring more Community professionals to web3
 We’re sourcing the most cutting edge Community building strategies, programming, integrations, and execution by coordinating a DAO.
","['1Hive', '8DAO', '4k', 'ACryptoS']",['2.1K']
265,DAOHQ - Ape Poo Club DAO,['Media'],"THIS AIN’T NO S**T IT’S THE POOVERSE
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']","['Ethereum', '18.2K']"
266,DAOHQ - Polaris Finance DAO,['DeFi'],"Algo. stablecoins pegged to $NEAR, $ETH, $BTC, $USDC & $BNB on Aurora
 The very first algorithmic stablecoins ecosystem on Aurora / NEAR. We are bringing multiple pegged assets 1:1 to native coins via seigniorage. Provide liquidity in DAWN Farms to get SPOLAR - governance token that controls inflation and expansion of all pegged assets. Stake your SPOLAR in SUNRISE to earn pegged assets.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['2.1K']
267,DAOHQ - Sankore 2.0 DAO,"[' www.sankore2.com Twitter ', ' www.sankore2.com', ' Twitter ']","Sankore 2.0 is a Blockchain Community building disruptive technologies on NEAR Protocol.
 Sankore 2.0 is a Blockchain Community building disruptive technologies on NEAR Protocol. We educate and nurture talented individuals to become world-class blockchain developers. Together with our partners, we excel in blockchain innovations and application.
SANKORE 2.0 was born out of the need to help businesses remain innovative in ever changing business environments. We do so by integrating blockchain technology in business operations.
",[],['615.0']
