Unnamed: 0,Dao_title,categories,about,simdaos,chain,keyphrases,new_keyphrases
237,DAOHQ - Parachute DAO,['0x1beef...cee06'],"Parachute DAO
 DAO of Parachute - exploring ideas with a crew of crypto builders
",['About'],['2.1K'],['dao' 'crypto builders' 'crew' 'ideas' 'parachute dao' 'parachute'],['crypto builders']
238,DAOHQ - EvenGov DAO,"['DAO Tools', 'Service', 'Protocol']","DAO that helps genesis teams of established web3 projects progressively decentralize well
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '57.0']",['web3 projects' 'teams' 'dao'],['web3 projects']
239,DAOHQ - JPG DAO,"['Collector', 'Protocol']","On-chain NFT curation protocol, built on Ethereum
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '14.6K']",['ethereum' 'chain nft curation protocol'],['Ethereum']
240,DAOHQ - Ricochet Exchange DAO,"['DAO Tools', 'Investment']","Focused on producing novel tools that allow people to invest their crypto assets in real-time using Superfluid’s finance framework
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '2.3K']","['people' 'crypto assets' 'time' 'novel tools' 'superfluid'
 'finance framework']",['Superfluid' 'crypto assets' 'finance']
241,DAOHQ - Unifi Protocol DAO,"['DeFi', 'Protocol']","A group of non-custodial, interoperable, decentralized, and multi-chain smart contracts providing the building blocks for the next generation of DeFi development
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '32.7K']","['defi development' 'multi - chain smart contracts' 'next generation'
 'building blocks' 'group']",['interoper']
242,DAOHQ - Mayior Capital  DAO,['Investment'],"Turning Vision Into Profit
 Mayior Capital is a private fund with the main goal of providing entrepreneurs with the tools needed to succeed. It has contributed to a number of high-profile blockchain initiatives through strategic advising and investment. We are dedicated to accelerate and improve the development and adoption of blockchain technology.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']",[],"['profit' 'blockchain technology' 'mayior capital' 'strategic advising'
 'investment' 'development' 'private fund' 'main goal' 'tools'
 'profile blockchain initiatives' 'adoption' 'entrepreneurs' 'number'
 'vision']",['Mayior Capital' 'blockchain' 'investment' 'strategic advising']
243,DAOHQ - BeetsDao,"['Collector', 'Social', 'Investment']","Private, global NFT collective first formed in the EulerBeats community amongst 58 collaborators who met on a Discord server, with a shared passion for the long-term power of NFTs
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '9.7K']","['global nft collective' 'passion' 'discord server' 'nfts' 'collaborators'
 'term power' 'eulerbeats community']",['Discord server' 'EulerBeats community' 'NFT collective']
244,DAOHQ - The Alien Boy DAO,"[' www.thealienboy.com Discord  Twitter ', ' www.thealienboy.com', ' Discord ', ' Twitter ']","One alien in your wallet is a curiosity. Two are an invasion.
",[],[],['alien' 'curiosity' 'invasion' 'wallet'],[]
245,DAOHQ - Red Rock DAO,"['DeFi', 'Investment', 'Service', 'Venture Capital']","We connect operators, industry experts, and investors through efficient and scalable funding solutions.
 Our Community unlocks the potential of a secure decentralized governance structure represented by ROCS units (or tokens) to fund, scale, and share in the profitability of E-Commerce Brands.
We’re leading innovative financing solutions to fund brands through decentralized currency and a resourceful community.
Every E-Commerce product based business owner deals with the struggles of irregular cashflow patterns. They’re caught between forecasting the capital needed for inventory and sustainable business expansion and traditional lending institutions with solutions that weren’t designed for web based business. Operators are left with a major delta between the need for favorable terms in financing and options from these lending services or p&l based lending.
E-commerce business owners are web1 and web2 native and open to non traditional financing options including cryptocurrency. There is an opportunity in the market to both extend short term financing options and aggregate a portfolio of E-Commerce and FBA businesses through decentralized currency lending and the purchasing power of a DAO.
Red Rock DAO is organized as a Wyoming DAO limited liability company.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '57.0']","['innovative financing solutions' 'brands' 'struggles' 'web2'
 'purchasing power' 'traditional lending institutions' 'web1'
 'favorable terms' 'investors' 'sustainable business expansion'
 'governance structure' 'market' '- commerce business owners'
 'cryptocurrency' 'dao' 'profitability' 'rocs units' 'e'
 'non traditional financing options' 'red rock dao' 'industry experts'
 'e - commerce' 'community' 'scalable funding solutions'
 'limited liability company' 'solutions' '- commerce product'
 'short term financing options' 'fba businesses' 'opportunity' 'business'
 'financing' 'capital' 'web' 'resourceful community' 'inventory' 'p&l'
 'operators' 'scale' 'currency' 'tokens' 'portfolio' 'lending services'
 'fund' 'business owner deals' 'need' 'major delta' 'e - commerce brands'
 'potential' 'options' 'wyoming dao' 'currency lending'
 'irregular cashflow patterns' 'lending']","['ROCS units' 'Red Rock DAO' 'cryptocurrency' 'decentralized currency'
 'decentralized currency lending' 'decentralized governance structure'
 'tokens']"
246,DAOHQ - ENS DAO,"[' ins Twitter ', ' ins', ' Twitter ']","Our mission is to empower web3 citizens to interact easily with people, organizations, and smart contracts through self-sovereign identities.
",[],[],"['people' 'web3 citizens' 'sovereign identities' 'mission' 'organizations'
 'self' 'smart contracts']",['smart contracts' 'web3 citizens']
247,DAOHQ - TheWIPmeetup DAO,['Social'],"The longest-running metaverse meetup where lightning strikes every Thursday at 12 pm PT. A @niftytime & @nftland production. Proudly sponsored by @prrfbeauty
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '11.0K']","['thursday' 'metaverse meetup' 'lightning strikes' 'pm pt'
 '@nftland production' '@prrfbeauty' '@niftytime']",['metaverse meetup']
248,DAOHQ - Eden Network DAO,['Protocol'],"A priority transaction network that protects traders from MEV, commoditizes priority block space, and aligns incentives for block producers
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '21.4K']","['incentives' 'traders' 'mev' 'block producers' 'priority block space'
 'priority transaction network']",['MEV' 'block producers' 'priority transaction network']
249,DAOHQ - Tornadao,"[' app.tornadao.finance Twitter ', ' app.tornadao.finance', ' Twitter ']","Reserve Currency DAO - focusing on charitable disaster relief contributions.
",[],[],['charitable disaster relief contributions' 'reserve currency dao'],['Reserve Currency' 'charitable disaster relief contributions']
250,DAOHQ - Witnet DAO,['DAO Tools'],"The decentralized oracle that is true to the censorship resistant nature of blockchains
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '8.0K']",['oracle' 'resistant nature' 'blockchains' 'censorship'],['blockchains' 'decentralized oracle']
251,DAOHQ - talentDAO,['Service'],"Decentralize knowledge and unlock talent
 talentDAO is the leading social science research DAO and part of the broader decentralized science community. We help the DAO ecosystem and people in DAOs thrive.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']","['Ethereum', '785.0']","['social science research dao' 'unlock talent' 'people' 'knowledge' 'part'
 'science community' 'talentdao' 'daos' 'dao ecosystem']","['DAO ecosystem' 'O' 'decentralized science community'
 'social science research DAO']"
252,DAOHQ - Moshi Mochi DAO,"[' moshimochi.io Discord  Twitter ', ' moshimochi.io', ' Discord ', ' Twitter ']","A community dedicated to addressing education and growth in the NFT space.
",[],[],['growth' 'community' 'education' 'nft space'],['NFT' 'education']
253,DAOHQ - rekt DAO,['Media'],"The dark web of DeFi journalism. Telegram: http://t.me/rekt_HQ - en français: http://t.me/rektFR
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']",['88.2K'],"['http://t.me/rektfr' 'dark web' 'en français' 'telegram'
 'defi journalism' 'http://t.me/rekt_hq']",['DeFi journalism' 'Telegram']
254,DAOHQ - FloorDAO,['DeFi'],"FloorDAO aims to become the largest decentralized NFT market maker through the use of Protocol Owned Liquidity and NFTX to earn high yields for its treasury.
 FloorDAO is an NFT market-making protocol. It aims to enable deep liquidity for NFT collections through the use of Protocol Controlled Value and yield-generating strategies, starting with NFTX vaults.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '4.7K']","['nft market' 'nft market maker' 'treasury' 'floordao' 'use' 'nftx'
 'deep liquidity' 'protocol owned liquidity' 'nft collections'
 'strategies' 'nftx vaults' 'protocol' 'high yields' 'yield'
 'protocol controlled value']",['FloorDAO' 'NFTX' 'Protocol Controlled Value' 'Protocol Owned Liquidity']
255,DAOHQ - Bankless DAO,"['Social', 'Media']","A decentralized community with one mission: To help the world #gobankless by creating user-friendly onramps for people to discover decentralized financial technologies through education, media, and culture.
 Bankless is a movement for pioneers seeking liberation from the tyranny of the traditional financial system. Going Bankless means adopting decentralized, permissionless, and censorship-resistant technology. Through these means, we will achieve financial self-sovereignty, security, and prosperity.
BanklessDAO: A decentralized autonomous organization that acts as a steward of the Bankless Movement progressing the world towards a future of greater freedom.
🚀 Mission: We will help the world go Bankless by creating user-friendly onramps for people to discover decentralized financial technologies through education, media, and culture.
🔭 Vision: To live in a world where anyone with an internet connection has access to the financial tools needed to achieve financial independence.
🤝 Values
📚 Education
We learn from each other. We seek to become a trusted guide that empowers people all over the globe to adopt decentralized finance by sharing accurate, truthful, and objective information.
🗣️ Integrity
We operate transparently and build trust through radically public discourse and financial auditability.
🌐 Decentralized Governance
We put decision-making into the hands of the collective. We create legitimacy through an environment where the best ideas win.
👊 Culture
We reward action and embrace risk. We empower our community to continually drive new initiatives by providing a space to self-organize and quickly move from idea to action.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '88.5K']","['censorship' 'greater freedom' 'bankless movement' 'integrity' 'decision'
 'values' '🗣' 'risk' 'traditional financial system'
 'decentralized community' 'means' 'future' 'user' 'vision' 'prosperity'
 'financial auditability' 'people' 'decentralized governance' 'hands'
 'pioneers' 'sovereignty' 'public discourse' 'friendly onramps' 'mission'
 'world' 'permissionless' 'financial technologies' 'financial self'
 'best ideas' 'financial tools' 'community' 'legitimacy'
 'internet connection' 'new initiatives' 'making' 'education' 'security'
 'steward' 'objective information' 'bankless means' 'self' 'liberation'
 'media' '🚀 mission' 'globe' 'space' 'collective'
 'autonomous organization' 'financial independence' 'guide' 'finance'
 'anyone' 'access' 'tyranny' 'culture' 'trust' '👊 culture' 'idea'
 'environment' 'action' 'movement' 'resistant technology']","['Bankless' 'decentralized autonomous organization'
 'decentralized community' 'decentralized financial technologies'
 'education' 'financial auditability' 'legitimacy' 'media'
 'public discourse']"
256,DAOHQ - APECOIN DAO,['Social'],"ApeCoin is an ERC-20 governance and utility token used to empower a decentralized community building at the forefront of web3.
 The ApeCoin community governs itself via the ApeCoin DAO, the decentralized governance framework that supports the Ecosystem Fund. The DAO follows a proposal process to vote on how the Ecosystem Fund will be distributed by the APE Foundation to promote a diverse and self-sustaining ecosystem.
This governance guide is an overview of the proposal process. It’s a living document that will evolve and improve with the DAO community’s input.
","['1Hive', '8DAO', '4k', 'ACryptoS']",['Ethereum'],"['utility' 'governance guide' 'web3' 'ecosystem fund' 'forefront' 'dao'
 'dao community' 'ape foundation' 'apecoin' 'self' 'governance framework'
 'community building' 'overview' 'proposal process' 'input' 'ecosystem'
 'living document' 'apecoin community' 'erc-20 governance' 'apecoin dao']","['ApeCoin' 'Ecosystem Fund' 'decentralized community building'
 'decentralized governance framework' 'utility token']"
257,DAOHQ - Loopring DAO,['Operating Systems'],"Ethereum’s First zkRollup Layer2
 Loopring builds protocols, infrastructure, and user-facing products for the future of finance. We believe this future is built on Ethereum, and specifically on layer 2 (zkRollups).
Users of decentralized finance (DeFi) need not choose between security and performance. Loopring’s L2 provides a low-fee, high-speed platform for trading, swapping, liquidity providing, and payments - without sacrificing Ethereum security at all.
We envision a digital economy where users are empowered and always in control of their assets. Loopring has succeeded in proving that non-custodial technology can replicate custodial alternatives in speed, cost, and experience. We have made DEXes as performant as CEXes, and will outcompete incumbent fintech.
Loopring’s objective is to design and engineer the best-in-class zkRollup exchange and payment protocol on Ethereum, and to operate products that bring it to users across the world.
","['Litedex Protocol', 'Loopring']",['37.6K'],"['protocols' 'experience' 'digital economy' 'custodial alternatives'
 'users' 'trading' 'speed platform' 'dexes' 'speed' 'payments' 'cost'
 'ethereum security' 'future' 'products' 'user' 'payment protocol'
 'decentralized finance' 'first zkrollup layer2' 'world' 'swapping'
 'loopring' 'assets' 'ethereum' 'zkrollups' 'cexes' 'layer'
 'loopring ’s l2' 'control' 'objective' 'liquidity providing'
 'infrastructure' 'non - custodial technology' 'performance' 'finance'
 'fee' 'defi' 'security' 'incumbent fintech' 'class zkrollup exchange']","['Ethereum' 'Loopring' 'decentralized finance' 'digital economy'
 'non-custodial technology' 'payment protocol' 'payments' 'protocols'
 'security' 'trading' 'zkRollup Layer2' 'zkRollup exchange']"
