age,gender,country,city,income,blockchains,category,choice
59,male,India,Ahmedabad,100000,['Bitcoin'],"['books', 'travel', 'finance']",Romance Historical FictionLong Term Slow TravelProfessional Advisory Banking Treasury/Debt Instruments
59,other,India,Bangalore,105000,['Ethereum'],"['books', 'travel']",Historical Fiction Romance Science FictionVisiting Friends The Group Tour
49,male,India,Pune,95000,['Cardano'],"['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B)Cricket BadmintonLong Term Slow TravelProfessional Advisory Treasury/Debt Instruments Tax/Audit Consulting
39,other,UK,Manchester,35000,['Ethereum'],"['music', 'sports', 'finance']",Dubstep RhythmandBlues(R&B) JazzBadminton CricketStock Market Professional Advisory
50,other,US,Phoenix,10000,[],"['music', 'books', 'finance']",ElectronicDanceMusicScience Fiction Fantasy RomanceStock Market Mutual Funds
68,male,India,Pune,20000,['Bitcoin'],"['music', 'sports', 'books', 'travel']",CountryBadminton Soccer/footballHistorical FictionThe Gap Year Visiting Friends
63,other,US,Phoenix,15000,"['Ripple', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic Jazz TechnoCricket Soccer/footballThrillersThe Weekend Break Long Term Slow TravelMutual Funds Stock Market
97,other,US,Los Angeles,50000,"['Ripple', 'Solana', 'Polygon']","['music', 'sports', 'books', 'travel', 'finance']",RockTennis Basketball BadmintonRomance Thrillers FantasyThe Group TourWealth Management Mutual Funds Treasury/Debt Instruments
60,other,US,NewYorkCity,95000,['Solana'],"['music', 'books', 'finance']",RhythmandBlues(R&B) Rock TechnoMysteries Historical FictionWealth Management Insurance
61,male,India,Ahmedabad,5000,[],"['music', 'sports']",Techno Rock ElectronicDanceMusicVolleyball Field Hockey Tennis
54,female,India,Pune,110000,[],"['music', 'sports', 'books', 'travel']",JazzField Hockey Soccer/football VolleyballThrillers Romance Historical FictionEvent Travel The Package Holiday
83,female,US,Houston,90000,['Binance Smart Chain'],"['music', 'sports', 'books', 'finance']",CountrySoccer/football Table TennisHistorical Fiction Mysteries RomanceStock Market Banking
54,female,US,Philadelphia,55000,['Binance Smart Chain'],"['music', 'books', 'travel', 'finance']",DubstepFantasy Romance MysteriesThe Gap YearInsurance Wealth Management Treasury/Debt Instruments
94,female,India,Delhi,115000,[],"['music', 'sports', 'travel', 'finance']",Rock Pop JazzBadminton Volleyball Soccer/footballThe Weekend Break Event Travel The Caravan/RV Road TripStock Market Mutual Funds Banking
12,other,India,Pune,80000,['Polygon'],"['music', 'books', 'finance']",Dubstep Rock CountryMysteries Science FictionInsurance
30,other,India,Kolkata,100000,[],"['music', 'travel', 'finance']",JazzThe Package HolidayTax/Audit Consulting
45,male,UK,Newcastle,70000,[],"['music', 'sports', 'books', 'travel', 'finance']",CountryTennis Cricket VolleyballThrillers MysteriesEvent Travel Visiting FriendsInsurance
34,female,India,Bangalore,105000,"['Ripple', 'Binance Smart Chain']","['music', 'sports', 'books', 'finance']",Pop DubstepBasketball Soccer/football TennisFantasyProfessional Advisory Treasury/Debt Instruments
46,other,US,Phoenix,115000,[],"['sports', 'travel', 'finance']",Badminton Volleyball Table TennisEvent Travel The Weekend Break The Caravan/RV Road TripMutual Funds Tax/Audit Consulting
15,male,India,Bangalore,60000,"['Avalanche', 'Cardano', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",Techno RockSoccer/football Volleyball BadmintonMysteries Science Fiction FantasyThe Group Tour Business TravelProfessional Advisory
55,female,US,Chicago,75000,"['Binance Smart Chain', 'Solana']","['sports', 'books', 'travel']",Cricket Soccer/football BadmintonHistorical FictionBusiness Travel Volunteer Travel The Caravan/RV Road Trip
43,male,US,Chicago,35000,[],"['music', 'sports', 'books', 'travel', 'finance']",Rock Jazz ElectronicDanceMusicField Hockey Cricket Soccer/footballMysteries Historical FictionEvent Travel Visiting Friends The Package HolidayMutual Funds Wealth Management Treasury/Debt Instruments
68,male,India,Pune,105000,"['Ripple', 'Avalanche']","['sports', 'books', 'travel', 'finance']",Cricket Badminton BasketballScience Fiction Historical FictionEvent TravelInsurance Mutual Funds Professional Advisory
83,male,UK,London,30000,"['Flow', 'Avalanche']","['music', 'books', 'travel']",TechnoScience Fiction Historical FictionBusiness Travel Visiting Friends
73,other,UK,Newcastle,25000,[],"['sports', 'books', 'travel']",Volleyball Table TennisRomance Thrillers Historical FictionEvent Travel
70,other,US,Houston,75000,"['Bitcoin', 'Flow']","['music', 'sports', 'travel']",Rock RhythmandBlues(R&B) JazzCricket Table Tennis BadmintonVisiting Friends The Weekend Break The Group Tour
23,other,UK,Manchester,50000,"['Flow', 'Binance Smart Chain']","['sports', 'books', 'finance']",Table Tennis Cricket TennisRomance Fantasy Historical FictionProfessional Advisory
23,male,US,Chicago,45000,"['Avalanche', 'Polygon', 'Bitcoin']","['music', 'sports', 'books', 'travel']",RockVolleyballMysteriesVisiting Friends The Gap Year Event Travel
70,male,UK,Birmingham-Wolverhampton,95000,['Binance Smart Chain'],"['music', 'sports', 'travel']",JazzBadminton Table TennisThe Caravan/RV Road Trip
50,male,UK,Newcastle,5000,"['Ethereum', 'Flow']","['music', 'sports', 'books', 'travel', 'finance']",RockSoccer/footballMysteriesThe Weekend Break Event Travel The Group TourBanking Stock Market
82,other,UK,London,10000,"['Ripple', 'Polygon']","['books', 'travel', 'finance']",Thrillers RomanceThe Weekend BreakBanking Mutual Funds Treasury/Debt Instruments
62,other,US,Dallas,45000,"['Solana', 'Avalanche', 'Flow']","['music', 'books', 'travel', 'finance']",Techno RhythmandBlues(R&B)ThrillersVolunteer Travel The Gap Year Event TravelStock Market Tax/Audit Consulting Treasury/Debt Instruments
53,female,India,Hyderabad,60000,['Polygon'],"['sports', 'books', 'travel', 'finance']",Table TennisMysteries RomanceVolunteer TravelWealth Management Treasury/Debt Instruments Stock Market
41,female,US,Chicago,50000,[],"['music', 'travel', 'finance']",Rock Jazz RhythmandBlues(R&B)The Weekend Break Event TravelTax/Audit Consulting Insurance
33,other,India,Hyderabad,55000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic Dubstep PopTable Tennis Cricket BadmintonHistorical Fiction ThrillersThe Package HolidayTreasury/Debt Instruments Wealth Management
64,female,India,Hyderabad,90000,['Cardano'],"['books', 'travel', 'finance']",Science Fiction Romance MysteriesThe Package Holiday The Caravan/RV Road TripInsurance Stock Market Mutual Funds
20,female,UK,Southampton-Portsmouth,110000,[],"['sports', 'travel', 'finance']",Volleyball TennisBusiness Travel The Gap YearStock Market Insurance Tax/Audit Consulting
21,male,UK,Manchester,55000,"['Flow', 'Solana']","['music', 'sports', 'travel']",Techno ElectronicDanceMusicField HockeyVolunteer Travel The Weekend Break Business Travel
70,male,India,Pune,105000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) RockBasketball VolleyballThrillers Historical FictionProfessional Advisory
29,other,India,Bangalore,95000,"['Ethereum', 'Solana']","['sports', 'books', 'finance']",VolleyballThrillers Science Fiction MysteriesTax/Audit Consulting Professional Advisory
59,other,UK,Glasgow,20000,['Ethereum'],"['music', 'sports', 'books']",Dubstep RhythmandBlues(R&B) PopCricketFantasy Romance Historical Fiction
98,female,UK,Leeds-Bradford,25000,[],"['music', 'books', 'finance']",Pop RhythmandBlues(R&B)Thrillers Mysteries FantasyInsurance
21,female,India,Pune,35000,"['Cardano', 'Bitcoin', 'Ripple']","['music', 'sports', 'travel', 'finance']",RockBadmintonLong Term Slow Travel The Caravan/RV Road TripWealth Management Treasury/Debt Instruments Professional Advisory
76,male,India,Chennai,50000,['Avalanche'],"['music', 'sports', 'travel', 'finance']",DubstepBadminton VolleyballVisiting Friends Volunteer TravelProfessional Advisory Stock Market
36,female,India,Hyderabad,105000,[],"['books', 'travel']",Historical Fiction FantasyThe Weekend Break
14,female,US,Houston,55000,"['Solana', 'Cardano']","['music', 'sports', 'travel', 'finance']",Jazz Techno PopBasketball Field Hockey Table TennisThe Package Holiday The Gap YearProfessional Advisory
81,female,US,Phoenix,85000,['Ripple'],"['sports', 'travel', 'finance']",Tennis BadmintonThe Group TourMutual Funds Tax/Audit Consulting Insurance
99,female,US,NewYorkCity,85000,['Polygon'],"['music', 'books', 'travel', 'finance']",ElectronicDanceMusic RhythmandBlues(R&B)Thrillers Mysteries Science FictionLong Term Slow Travel The Package Holiday Event TravelTax/Audit Consulting Wealth Management
31,female,US,Houston,75000,"['Solana', 'Cardano', 'Ripple']","['music', 'books']",Dubstep Pop TechnoScience Fiction Historical Fiction Thrillers
40,male,India,Ahmedabad,45000,['Solana'],"['music', 'sports', 'books', 'travel', 'finance']",Rock JazzTennis Soccer/football BadmintonThrillersEvent Travel Long Term Slow TravelInsurance Mutual Funds Wealth Management
20,female,UK,Manchester,65000,"['Avalanche', 'Solana']","['music', 'sports', 'books', 'travel']",Dubstep CountryCricket BadmintonHistorical Fiction Thrillers Science FictionBusiness Travel The Package Holiday Long Term Slow Travel
50,male,US,Dallas,20000,"['Ethereum', 'Cardano']","['music', 'sports', 'travel']",Jazz Country RockTable TennisThe Package Holiday The Weekend Break The Group Tour
39,male,India,Pune,40000,[],"['music', 'books', 'finance']",TechnoFantasyMutual Funds Wealth Management
32,other,UK,Birmingham-Wolverhampton,20000,"['Solana', 'Avalanche']","['music', 'finance']",Techno Rock DubstepInsurance Professional Advisory Mutual Funds
93,male,US,Houston,95000,[],"['music', 'sports', 'travel', 'finance']",Techno Jazz CountryVolleyballVolunteer Travel Event TravelProfessional Advisory
27,female,US,Philadelphia,55000,"['Solana', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) PopTable Tennis CricketScience Fiction Historical FictionEvent Travel The Group TourTreasury/Debt Instruments
79,other,UK,Birmingham-Wolverhampton,15000,"['Flow', 'Bitcoin', 'Cardano']","['music', 'sports', 'books', 'finance']",PopTable Tennis TennisMysteriesInsurance
19,other,US,Phoenix,55000,[],"['music', 'sports', 'books', 'finance']",Techno Country RockBadminton Table TennisFantasy Thrillers Science FictionInsurance Wealth Management Mutual Funds
52,other,US,Dallas,75000,[],"['travel', 'finance']",The Weekend Break Event Travel The Package HolidayMutual Funds
63,female,UK,London,70000,[],"['sports', 'books', 'travel', 'finance']",Soccer/football Table TennisFantasy Historical Fiction ThrillersLong Term Slow TravelTax/Audit Consulting
29,female,India,Bangalore,70000,"['Polygon', 'Flow', 'Avalanche']","['music', 'sports', 'travel']",Pop JazzCricketEvent Travel Long Term Slow Travel The Weekend Break
20,female,India,Hyderabad,20000,['Cardano'],"['music', 'travel']",Jazz RockVolunteer Travel
18,other,UK,London,35000,"['Bitcoin', 'Avalanche']","['sports', 'books', 'travel', 'finance']",Cricket Table Tennis VolleyballMysteries Fantasy RomanceEvent Travel Long Term Slow TravelWealth Management Tax/Audit Consulting
20,female,India,Chennai,95000,[],"['travel', 'finance']",Long Term Slow Travel Visiting Friends Business TravelWealth Management
83,male,US,San Antonio,50000,"['Cardano', 'Polygon', 'Ripple']","['music', 'travel', 'finance']",DubstepThe Gap YearTax/Audit Consulting
77,other,India,Ahmedabad,90000,"['Bitcoin', 'Binance Smart Chain', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",DubstepField Hockey TennisThrillersThe Caravan/RV Road TripMutual Funds Insurance Treasury/Debt Instruments
44,female,India,Bangalore,30000,"['Binance Smart Chain', 'Bitcoin']","['music', 'sports', 'travel', 'finance']",RockTennisThe Package Holiday Visiting Friends The Caravan/RV Road TripProfessional Advisory Mutual Funds Wealth Management
19,female,India,Chennai,25000,[],"['music', 'sports', 'books', 'travel', 'finance']",Jazz Rock CountrySoccer/football Tennis CricketMysteries Fantasy Historical FictionVolunteer Travel The Gap YearInsurance Treasury/Debt Instruments
24,other,US,NewYorkCity,105000,[],"['music', 'sports', 'books']",Pop RhythmandBlues(R&B) RockVolleyballRomance Mysteries Science Fiction
59,male,US,Dallas,15000,"['Flow', 'Ethereum', 'Cardano']","['music', 'sports', 'books', 'travel']",DubstepVolleyball Field Hockey Soccer/footballRomance ThrillersVolunteer Travel Visiting Friends Event Travel
37,male,UK,London,35000,['Binance Smart Chain'],"['sports', 'books', 'travel', 'finance']",VolleyballScience FictionThe Gap Year Volunteer TravelBanking
38,female,UK,Southampton-Portsmouth,10000,"['Solana', 'Binance Smart Chain', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",JazzBasketball Soccer/football BadmintonHistorical Fiction ThrillersThe Gap Year The Caravan/RV Road TripProfessional Advisory
15,male,US,NewYorkCity,40000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B)Field Hockey Badminton VolleyballScience FictionTreasury/Debt Instruments
90,male,US,Phoenix,15000,"['Polygon', 'Avalanche']","['music', 'sports', 'books', 'travel']",Country RhythmandBlues(R&B) ElectronicDanceMusicField HockeyHistorical Fiction Science FictionVisiting Friends
81,other,US,Philadelphia,80000,"['Bitcoin', 'Ripple']","['music', 'books', 'finance']",DubstepScience Fiction RomanceMutual Funds
29,female,UK,Glasgow,75000,"['Solana', 'Flow']","['books', 'travel', 'finance']",Historical Fiction Science Fiction ThrillersEvent Travel The Group TourMutual Funds Professional Advisory Insurance
21,male,UK,Newcastle,85000,[],"['music', 'sports', 'books']",RockBasketball VolleyballFantasy Mysteries
92,male,UK,Leeds-Bradford,60000,['Bitcoin'],"['music', 'books', 'travel', 'finance']",TechnoRomanceThe Group TourProfessional Advisory Wealth Management Tax/Audit Consulting
34,female,US,Los Angeles,85000,"['Bitcoin', 'Solana']","['sports', 'books', 'travel', 'finance']",Soccer/football Volleyball BasketballFantasyThe Caravan/RV Road Trip Event TravelInsurance Mutual Funds
21,male,India,Ahmedabad,105000,[],"['music', 'sports', 'books', 'finance']",Techno JazzBadminton Soccer/footballFantasyInsurance Tax/Audit Consulting Stock Market
79,male,India,Bangalore,70000,"['Binance Smart Chain', 'Ethereum']","['music', 'sports', 'books', 'finance']",Country DubstepSoccer/football Cricket Field HockeyMysteries RomanceBanking
66,male,India,Mumbai,100000,"['Solana', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Techno JazzSoccer/football Basketball Table TennisHistorical FictionVisiting Friends The Group Tour The Package HolidayProfessional Advisory Tax/Audit Consulting Banking
49,other,UK,Birmingham-Wolverhampton,105000,['Solana'],"['music', 'travel', 'finance']",Rock Dubstep RhythmandBlues(R&B)Volunteer Travel The Package HolidayMutual Funds Treasury/Debt Instruments Tax/Audit Consulting
84,female,UK,Leeds-Bradford,85000,"['Avalanche', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Jazz TechnoTennisHistorical Fiction MysteriesBusiness Travel Visiting FriendsWealth Management Stock Market
67,other,India,Delhi,95000,['Avalanche'],"['music', 'sports', 'books', 'travel']",RockBasketball Soccer/footballMysteriesBusiness Travel The Gap Year The Caravan/RV Road Trip
70,male,US,San Antonio,110000,[],"['sports', 'finance']",Cricket Field Hockey Soccer/footballWealth Management Mutual Funds
26,female,UK,Southampton-Portsmouth,15000,['Flow'],"['books', 'travel']",Thrillers Fantasy Science FictionThe Weekend Break Long Term Slow Travel The Group Tour
84,female,US,Philadelphia,60000,"['Ripple', 'Polygon', 'Bitcoin']","['sports', 'travel']",Table Tennis Cricket Field HockeyThe Caravan/RV Road Trip Business Travel
75,male,UK,London,30000,"['Binance Smart Chain', 'Flow']","['music', 'books', 'finance']",Pop CountryScience Fiction FantasyTreasury/Debt Instruments
60,female,UK,London,70000,"['Bitcoin', 'Avalanche', 'Ethereum']","['music', 'sports', 'travel', 'finance']",Jazz Dubstep RhythmandBlues(R&B)Soccer/football TennisEvent TravelBanking
73,male,UK,Leeds-Bradford,30000,"['Cardano', 'Polygon', 'Binance Smart Chain']","['music', 'travel', 'finance']",JazzVolunteer TravelTreasury/Debt Instruments Wealth Management
